,Unnamed: 0,type,status,status-spec,order,saturation,sat-granularity,filename,filetype,regroup-strategy,regroup-time,bandwidth,profile,span,average-wavefront,RMS-wavefront,state-vector-length,groups,group-checks,next-state-calls,reachability-time,statespace-states,statespace-nodes,group-next,group-explored-nodes,group-explored-vectors,time,memory,peak-nodes,LDDop-union,LDDop-minus,LDDop-relProd,LDDop-satCount,LDDop-satCountL,LDDop-zip,LDDop-relProdUnion,LDDop-projectMinus,Unnamed: 36
16696,17657,performance,done,,bfs,none,5,TokenRing-10-unfolded,pnml,"tg,bs,hf",2.46,2881.0,3183795.0,3613035.0,181.58445,190.87272,121.0,1111.0,144430.0,144430.0,6.76,58905.0,3153.0,2380.0,8679.0,5838.0,9.34,2911736.0,,,,,,,,,,
16697,17658,performance,done,,bfs,sat-like,5,G-PPP-1-100,pnml,"tg,bs,hf",0.0,89.0,3079.0,3631.0,11.007,11.835,33.0,22.0,18414.0,18414.0,7.46,145476966.0,3398.0,3717.0,2597.0,26836.0,7.47,2923548.0,,,,,,,,,,
16698,17659,performance,done,,bfs-prev,none,5,2D8_gradient_10x10_10,pnml,"tg,bs,hf",0.35,500.0,382122.0,400254.0,34.7421,35.59990999999999,100.0,684.0,34884.0,34884.0,98.21,42634215112710.0,6490.0,58824.0,52668.0,45144.0,98.61,3262556.0,,,,,,,,,,
16699,17660,performance,done,,bfs,sat-like,5,erk-000100,pnml,"tg,bs,hf",0.0,17.0,526.0,725.0,6.6960000000000015,6.919,11.0,11.0,3024.0,3024.0,420.15,15914114086.0,26361.0,61261.0,58984.0,14522386.0,420.19,3923408.0,,,,,,,,,,
16700,17661,performance,done,,chain-prev,none,5,CircularTrain-024,pnml,"tg,bs,hf",0.0,145.0,3308.0,3685.0,9.4821,9.6359,48.0,24.0,240.0,240.0,0.34,86515.0,1003.0,248.0,285.0,232.0,0.35,1030240.0,,,,,,,,,,
16701,17662,performance,done,,bfs,sat-loop,5,CircularTrain-012,pnml,"tg,bs,hf",0.0,50.0,1562.0,1752.0,8.988,9.258,24.0,12.0,121.0,121.0,0.02,195.0,249.0,124.0,150.0,116.0,0.03,76.0,,,,,,,,,,
16702,17663,performance,done,,chain,none,5,AirplaneLD-pt-0020,pnml,"tg,bs,hf",0.06,785.0,142832.0,151347.0,17.5891,18.6967,159.0,168.0,504.0,504.0,0.25,308303.0,871.0,1276.0,1419.0,769.0,0.37,1002544.0,,,,,,,,,,
16703,17664,performance,done,,chain-prev,sat-loop,5,MAPK-20,pnml,"tg,bs,hf",0.0,35.0,1928.0,2576.0,8.3873,8.6753,22.0,30.0,1062.0,1062.0,5.58,88125763956.0,4507.0,7285.0,5980.0,19605.0,5.58,2934908.0,,,,,,,,,,
16704,17665,performance,done,,chain,sat-loop,5,HouseConstruction-020,pnml,"tg,bs,hf",0.0,32.0,1034.0,1247.0,6.516,6.836,26.0,18.0,824.0,824.0,82.53,13665907559010.0,428701.0,12698.0,10241.0,98098.0,82.67,3297264.0,,,,,,,,,,
16705,17666,performance,done,,chain-prev,sat-loop,5,SmallOperatingSystem-MT0016DC0008,pnml,"tg,bs,hf",0.0,17.0,432.0,590.0,6.727,7.023,9.0,8.0,206.0,206.0,0.39,16587.0,2473.0,1608.0,1287.0,2712.0,0.4,1277048.0,,,,,,,,,,
16706,17667,performance,done,,bfs-prev,sat-like,5,Kanban-5,pnml,"tg,bs,hf",0.0,34.0,746.0,941.0,5.653,5.908,16.0,16.0,434.0,434.0,0.21,2546432.0,266.0,636.0,540.0,4116.0,0.22,701804.0,,,,,,,,,,
16707,17668,performance,done,,bfs-prev,sat-like,5,closed_system3,pnml,"tg,bs,hf",0.1,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,16336.0,16336.0,6.13,1465206.0,17804.0,1648.0,1950.0,1053.0,6.29,2901180.0,,,,,,,,,,
16708,17669,performance,done,,chain-prev,sat-like,5,RAS-C-5,pnml,"tg,bs,hf",0.0,34.0,2025.0,2682.0,8.2015,8.3955,30.0,20.0,154.0,154.0,0.03,1200.0,228.0,188.0,278.0,206.0,0.04,107264.0,,,,,,,,,,
16709,17670,performance,done,,chain-prev,sat-loop,5,desel_esparza_7_3,pnml,"tg,bs,hf",0.0,25.0,477.0,583.0,7.0539999999999985,7.343,9.0,6.0,24.0,24.0,0.0,6.0,32.0,50.0,62.0,30.0,0.0,76.0,,,,,,,,,,
16710,17671,performance,done,,chain,none,5,dnawalk-11,pnml,"tg,bs,hf",0.05,772.0,204980.0,222289.0,40.9387,42.5305,27.0,260.0,2080.0,2080.0,7.49,28209796.0,4788.0,1194.0,1916.0,1800.0,7.56,2906844.0,,,,,,,,,,
16711,17672,performance,done,,bfs,none,5,closed_system1,pnml,"tg,bs,hf",0.1,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,59388.0,59388.0,9.16,25632.0,3614.0,1320.0,1827.0,955.0,9.34,2908008.0,,,,,,,,,,
16712,17673,performance,done,,chain-prev,none,5,RAS-R-100,pnml,"tg,bs,hf",0.17,22.0,22602.0,28171.0,7.401998,7.443084,400.0,202.0,20402.0,20402.0,11.91,6.46501806116397e+31,1391.0,2202.0,2598.0,1596.0,12.12,2995448.0,,,,,,,,,,
16713,17674,performance,done,,chain-prev,none,5,desel_esparza_9_5,pnml,"tg,bs,hf",0.0,13.0,539.0,708.0,5.215,5.3420000000000005,16.0,9.0,162.0,162.0,0.01,256.0,32.0,89.0,80.0,46.0,0.02,76.0,,,,,,,,,,
16714,17675,performance,done,,bfs-prev,sat-like,5,erk-000100,pnml,"tg,bs,hf",0.0,17.0,526.0,725.0,6.6960000000000015,6.919,11.0,11.0,3024.0,3024.0,217.63,15914114086.0,26361.0,61261.0,58984.0,14522386.0,217.67,3920328.0,,,,,,,,,,
16715,17676,performance,done,,bfs-prev,none,5,dnawalk-07,pnml,"tg,bs,hf",0.05,569.0,127513.0,135138.0,28.6163,30.4998,34.0,250.0,6500.0,6500.0,12.55,432884827.0,6520.0,1205.0,1879.0,1806.0,12.6,2999196.0,,,,,,,,,,
16716,17677,performance,done,,chain-prev,none,5,CircularTrain-012,pnml,"tg,bs,hf",0.0,50.0,1562.0,1752.0,8.988,9.258,24.0,12.0,84.0,84.0,0.02,195.0,249.0,124.0,150.0,116.0,0.02,109772.0,,,,,,,,,,
16717,17678,performance,done,,bfs,sat-loop,5,angiogenesis-10,pnml,"tg,bs,hf",0.01,242.0,13805.0,15443.0,16.868,17.667,39.0,64.0,4054.0,4054.0,140.25,822645885495.0,114444.0,9586.0,8137.0,21446.0,140.3,3206816.0,,,,,,,,,,
16718,17679,performance,done,,bfs,sat-loop,5,FMS-2,pnml,"tg,bs,hf",0.0,27.0,755.0,985.0,5.659,5.856,22.0,20.0,209.0,209.0,0.04,3444.0,123.0,225.0,203.0,140.0,0.04,75528.0,,,,,,,,,,
16719,17680,performance,done,,chain-prev,sat-loop,5,MAPK-8,pnml,"tg,bs,hf",0.0,35.0,1928.0,2576.0,8.3873,8.6753,22.0,30.0,523.0,523.0,0.54,6110643.0,668.0,1621.0,1378.0,2112.0,0.54,1717944.0,,,,,,,,,,
16720,17681,performance,done,,chain,sat-like,5,desel_esparza_8_1,pnml,"tg,bs,hf",0.0,23.0,428.0,525.0,6.5710000000000015,6.841,8.0,7.0,28.0,28.0,0.0,9.0,26.0,47.0,50.0,27.0,0.01,76.0,,,,,,,,,,
16721,17682,performance,done,,bfs-prev,sat-like,5,5-10_phaseVariation,pnml,"tg,bs,hf",1.86,4074.0,6672932.0,6955371.0,126.14268,135.29548,77.0,677.0,88106.0,88106.0,73.66,476385615597.0,31741.0,28067.0,41683.0,135869.0,75.63,3078180.0,,,,,,,,,,
16722,17683,performance,done,,chain-prev,sat-loop,5,FMS-50,pnml,"tg,bs,hf",0.0,27.0,755.0,985.0,5.659,5.856,22.0,20.0,1735.0,1735.0,11.72,4.24025581818266e+17,46077.0,23325.0,22485.0,109188.0,11.75,2997048.0,,,,,,,,,,
16723,17684,performance,done,,bfs-prev,sat-loop,5,SwimmingPool-2,pnml,"tg,bs,hf",0.0,17.0,351.0,477.0,6.667000000000002,7.016,9.0,7.0,890.0,890.0,2.8,3408031.0,62174.0,6042.0,4735.0,35247.0,2.82,2908212.0,,,,,,,,,,
16724,17685,performance,done,,chain-prev,sat-loop,5,RAS-R-100,pnml,"tg,bs,hf",0.18,22.0,22602.0,28171.0,7.401998,7.443084,400.0,202.0,41293.0,41293.0,59.37,6.46501806116397e+31,1391.0,2202.0,2598.0,1596.0,59.6,3317652.0,,,,,,,,,,
16725,17686,performance,done,,chain,sat-like,5,erk-000010,pnml,"tg,bs,hf",0.0,17.0,526.0,725.0,6.6960000000000015,6.919,11.0,11.0,175.0,175.0,0.1,47047.0,396.0,1186.0,979.0,4411.0,0.11,320560.0,,,,,,,,,,
16726,17687,performance,done,,chain,sat-like,5,SwimmingPool-3,pnml,"tg,bs,hf",0.0,17.0,351.0,477.0,6.667000000000002,7.016,9.0,7.0,756.0,756.0,22.25,32209356.0,254594.0,12997.0,10130.0,111267.0,22.32,2924068.0,,,,,,,,,,
16727,17688,performance,done,,bfs,sat-loop,5,simple_lbs-2,pnml,"tg,bs,hf",0.01,241.0,25440.0,29093.0,30.559,32.979,32.0,45.0,993.0,993.0,0.27,832.0,1010.0,480.0,923.0,766.0,0.28,912852.0,,,,,,,,,,
16728,17689,performance,done,,chain-prev,sat-loop,5,dnawalk-07,pnml,"tg,bs,hf",0.05,569.0,127513.0,135138.0,28.6163,30.4998,34.0,250.0,5790.0,5790.0,11.69,432884827.0,6520.0,1205.0,1879.0,1806.0,11.76,2953968.0,,,,,,,,,,
16729,17691,performance,done,,chain,sat-loop,5,RAS-R-20,pnml,"tg,bs,hf",0.01,22.0,4442.0,5531.0,7.26087,7.33197,80.0,42.0,1696.0,1696.0,0.29,11534336.0,271.0,442.0,518.0,316.0,0.3,1172056.0,,,,,,,,,,
16730,17692,performance,done,,chain,sat-loop,5,G-PPP-1000-10,pnml,"tg,bs,hf",0.0,89.0,3079.0,3631.0,11.007,11.835,33.0,22.0,1041.0,1041.0,16.61,14184612091.0,114221.0,11548.0,12088.0,480654.0,16.66,2987968.0,,,,,,,,,,
16731,17694,performance,done,,chain,sat-loop,5,simple_lbs-2,pnml,"tg,bs,hf",0.01,241.0,25440.0,29093.0,30.559,32.979,32.0,45.0,771.0,771.0,0.26,832.0,1010.0,480.0,923.0,766.0,0.28,803200.0,,,,,,,,,,
16732,17695,performance,done,,chain,none,5,trg_1-50-0,pnml,"tg,bs,hf",0.0,41.0,1223.0,1581.0,9.461,9.994,16.0,12.0,624.0,624.0,12.53,705712.0,36713.0,3015.0,2124.0,15996.0,12.55,2936900.0,,,,,,,,,,
16733,17696,performance,done,,chain-prev,sat-loop,5,AirplaneLD-pt-0200,pnml,"tg,bs,hf",5.32,8315.0,12199887.0,12621738.0,78.79391700000002,134.80908,1419.0,1608.0,7260.0,7260.0,9.05,275494823.0,8240.0,12256.0,13653.0,7429.0,15.46,2965492.0,,,,,,,,,,
16734,17697,performance,done,,bfs-prev,sat-loop,5,simple_lbs-2,pnml,"tg,bs,hf",0.01,241.0,25440.0,29093.0,30.559,32.979,32.0,45.0,948.0,948.0,0.23,832.0,1010.0,480.0,923.0,766.0,0.24,907112.0,,,,,,,,,,
16735,17698,performance,done,,bfs,none,5,SmallOperatingSystem-MT0016DC0008,pnml,"tg,bs,hf",0.0,17.0,432.0,590.0,6.727,7.023,9.0,8.0,584.0,584.0,1.32,16587.0,2473.0,1608.0,1287.0,2712.0,1.33,2352976.0,,,,,,,,,,
16736,17699,performance,done,,chain-prev,sat-like,5,IOTP_c1m1p1d1,pnml,"tg,bs,hf",0.02,173.0,10421.0,11521.0,11.934,12.6417,111.0,45.0,749.0,749.0,0.3,204.0,612.0,491.0,569.0,177.0,0.34,778168.0,,,,,,,,,,
16737,17700,performance,done,,bfs-prev,sat-loop,5,cs_repetitions-3-unfolded,pnml,"tg,bs,hf",0.02,365.0,36009.0,41484.0,27.1296,28.8285,58.0,81.0,2023.0,2023.0,10.49,134074721.0,7134.0,1173.0,1411.0,1206.0,10.53,2949952.0,,,,,,,,,,
16738,17701,performance,done,,chain-prev,sat-like,5,2D8_gradient_20x20_10,pnml,"tg,bs,hf",6.25,1828.0,3628591.0,3813154.0,77.494404,80.18825799999998,400.0,2964.0,33038.0,33038.0,33.12,3.23081977575776e+19,26290.0,254904.0,228228.0,195624.0,39.78,3069716.0,,,,,,,,,,
16739,17702,performance,done,,bfs,sat-like,5,SwimmingPool-1,pnml,"tg,bs,hf",0.0,17.0,351.0,477.0,6.667000000000002,7.016,9.0,7.0,460.0,460.0,0.72,89621.0,6729.0,1712.0,1365.0,5327.0,0.73,1813080.0,,,,,,,,,,
16740,17703,performance,done,,chain,sat-loop,5,dnawalk-03,pnml,"tg,bs,hf",0.0,231.0,20846.0,22802.0,17.546,18.576,14.0,84.0,802.0,802.0,0.18,5248.0,433.0,387.0,618.0,586.0,0.2,557076.0,,,,,,,,,,
16741,17704,performance,done,,chain,sat-loop,5,closed_system4,pnml,"tg,bs,hf",0.1,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,12146.0,12146.0,12.46,2409739.0,21109.0,1648.0,1950.0,1053.0,12.64,2894988.0,,,,,,,,,,
16742,17705,performance,done,,chain-prev,sat-like,5,closed_system1,pnml,"tg,bs,hf",0.1,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,6989.0,6989.0,1.63,25632.0,3614.0,1320.0,1827.0,955.0,1.8,2728644.0,,,,,,,,,,
16743,17706,performance,done,,bfs-prev,none,5,FMS-10,pnml,"tg,bs,hf",0.0,27.0,755.0,985.0,5.659,5.856,22.0,20.0,2820.0,2820.0,4.41,2501413200.0,1437.0,1525.0,1365.0,2048.0,4.41,2913072.0,,,,,,,,,,
16744,17707,performance,done,,chain,none,5,fivediningphilosophers-3_32,pnml,"tg,bs,hf",0.0,30.0,760.0,992.0,7.615,7.939,15.0,10.0,30.0,30.0,0.0,11.0,50.0,90.0,100.0,50.0,0.0,72.0,,,,,,,,,,
16745,17708,performance,done,,bfs,sat-like,5,circadian_clock-000001,pnml,"tg,bs,hf",0.0,32.0,1009.0,1382.0,8.267999999999999,8.642000000000001,14.0,16.0,127.0,127.0,0.01,128.0,28.0,120.0,104.0,60.0,0.01,76.0,,,,,,,,,,
16746,17709,performance,done,,chain,sat-like,5,angiogenesis-15,pnml,"tg,bs,hf",0.01,242.0,13805.0,15443.0,16.868,17.667,39.0,64.0,4589.0,4589.0,751.96,1115538966669110.0,554628.0,19497.0,16332.0,62421.0,752.18,3830896.0,,,,,,,,,,
16747,17710,performance,done,,bfs-prev,sat-like,5,dnawalk-06,pnml,"tg,bs,hf",0.04,507.0,120374.0,128204.0,25.4974,26.7977,34.0,250.0,11335.0,11335.0,7.69,435340831.0,5758.0,1205.0,1880.0,1806.0,7.74,2949976.0,,,,,,,,,,
16748,17711,performance,done,,chain-prev,sat-like,5,SafeBus-03-unfolded,pnml,"tg,bs,hf",0.04,498.0,82222.0,95173.0,41.0609,42.8797,57.0,91.0,3659.0,3659.0,1.42,4650.0,5421.0,894.0,1707.0,1592.0,1.46,2622780.0,,,,,,,,,,
16749,17712,performance,done,,bfs-prev,sat-loop,5,trg_1-20-0,pnml,"tg,bs,hf",0.0,41.0,1223.0,1581.0,9.461,9.994,16.0,12.0,886.0,886.0,1.3,109552.0,6608.0,1395.0,1044.0,6276.0,1.31,2642868.0,,,,,,,,,,
16750,17713,performance,done,,bfs-prev,sat-loop,5,dnawalk-08,pnml,"tg,bs,hf",0.05,758.0,205704.0,220717.0,39.204,41.7305,27.0,260.0,6299.0,6299.0,7.2,27950678.0,7650.0,1194.0,1916.0,1800.0,7.27,2939700.0,,,,,,,,,,
16751,17714,performance,done,,chain,sat-like,5,SmallOperatingSystem-MT0032DC0016,pnml,"tg,bs,hf",0.0,17.0,432.0,590.0,6.727,7.023,9.0,8.0,382.0,382.0,2.78,354501.0,14601.0,5256.0,4275.0,15912.0,2.8,2857576.0,,,,,,,,,,
16752,17715,performance,done,,bfs,none,5,RAS-R-15,pnml,"tg,bs,hf",0.0,22.0,3307.0,4116.0,7.2025,7.2855,60.0,32.0,3872.0,3872.0,0.85,278528.0,201.0,332.0,388.0,236.0,0.86,2219300.0,,,,,,,,,,
16753,17716,performance,done,,chain-prev,none,5,rwmutex-r10w50,pnml,"tg,bs,hf",0.25,1291.0,981596.0,1076681.0,136.5099,150.8793,130.0,120.0,240.0,240.0,0.53,1074.0,2520.0,2640.0,3472.0,102560.0,0.79,1250584.0,,,,,,,,,,
16754,17717,performance,done,,chain-prev,sat-like,5,TokenRing-5-unfolded,pnml,"tg,bs,hf",0.04,508.0,97868.0,112214.0,49.9045,52.0558,36.0,156.0,3821.0,3821.0,0.11,166.0,456.0,490.0,1202.0,833.0,0.17,623972.0,,,,,,,,,,
16755,17718,performance,done,,bfs-prev,sat-loop,5,RAS-R-5,pnml,"tg,bs,hf",0.0,22.0,1037.0,1286.0,6.744,6.91,20.0,12.0,153.0,153.0,0.02,112.0,61.0,112.0,128.0,76.0,0.02,76.0,,,,,,,,,,
16756,17719,performance,done,,chain,sat-loop,5,Kanban-5,pnml,"tg,bs,hf",0.0,34.0,746.0,941.0,5.653,5.908,16.0,16.0,251.0,251.0,0.12,2546432.0,266.0,636.0,540.0,4116.0,0.12,465476.0,,,,,,,,,,
16757,17720,performance,done,,bfs-prev,sat-loop,5,dnawalk-10,pnml,"tg,bs,hf",0.06,774.0,209109.0,224590.0,39.9474,42.2865,27.0,260.0,5370.0,5370.0,8.5,27950678.0,7104.0,1194.0,1914.0,1800.0,8.56,2945580.0,,,,,,,,,,
16758,17721,performance,done,,bfs,sat-like,5,fourdiningphilosophers-boxed-alt,pnml,"tg,bs,hf",0.0,24.0,530.0,713.0,6.269,6.46,12.0,8.0,26.0,26.0,0.0,7.0,38.0,72.0,76.0,40.0,0.0,76.0,,,,,,,,,,
16759,17722,performance,done,,bfs-prev,none,5,G-PPP-1-1,pnml,"tg,bs,hf",0.0,89.0,3079.0,3631.0,11.007,11.835,33.0,22.0,1958.0,1958.0,0.56,10380.0,1209.0,733.0,870.0,844.0,0.56,1824160.0,,,,,,,,,,
16760,17723,performance,done,,chain,sat-loop,5,dekker-10,pnml,"tg,bs,hf",0.06,762.0,176152.0,194690.0,37.9704,39.3455,50.0,120.0,671.0,671.0,1.05,6144.0,4710.0,1400.0,1454.0,15960.0,1.12,2331024.0,,,,,,,,,,
16761,17724,performance,done,,chain-prev,none,5,2D8_gradient_5x5_10,pnml,"tg,bs,hf",0.02,207.0,36326.0,39098.0,17.0547,17.7079,25.0,144.0,864.0,864.0,1.38,131128140.0,1540.0,12384.0,11088.0,9504.0,1.41,2561532.0,,,,,,,,,,
16762,17725,performance,done,,bfs,none,5,AirplaneLD-pt-0010,pnml,"tg,bs,hf",0.02,370.0,36808.0,40022.0,14.6459,15.2036,89.0,88.0,968.0,968.0,0.4,43463.0,485.0,666.0,737.0,399.0,0.43,1242780.0,,,,,,,,,,
16763,17726,performance,done,,chain-prev,sat-loop,5,tcp5,pnml,"tg,bs,hf",0.01,141.0,5922.0,7145.0,15.753,16.623,30.0,32.0,738.0,738.0,3.86,2985834.0,20515.0,2892.0,2628.0,7952.0,3.88,2906072.0,,,,,,,,,,
16764,17727,performance,done,,bfs,sat-like,5,HouseConstruction-005,pnml,"tg,bs,hf",0.0,32.0,1034.0,1247.0,6.516,6.836,26.0,18.0,402.0,402.0,0.41,1187984.0,3176.0,988.0,811.0,1463.0,0.42,1264708.0,,,,,,,,,,
16765,17728,performance,done,,chain-prev,sat-loop,5,RAS-R-10,pnml,"tg,bs,hf",0.01,22.0,2172.0,2701.0,7.0864,7.1922,40.0,22.0,421.0,421.0,0.13,6144.0,131.0,222.0,258.0,156.0,0.14,344860.0,,,,,,,,,,
16766,17729,performance,done,,bfs,sat-like,5,G-PPP-1-1,pnml,"tg,bs,hf",0.0,89.0,3079.0,3631.0,11.007,11.835,33.0,22.0,594.0,594.0,0.32,10380.0,1209.0,733.0,870.0,844.0,0.34,939080.0,,,,,,,,,,
16767,17730,performance,done,,bfs-prev,sat-loop,5,rwmutex-r10w20,pnml,"tg,bs,hf",0.05,635.0,190086.0,209131.0,67.4746,73.9121,70.0,60.0,180.0,180.0,0.13,1044.0,983.0,1140.0,1486.0,41060.0,0.2,365968.0,,,,,,,,,,
16768,17731,performance,done,,bfs-prev,none,5,AirplaneLD-pt-0050,pnml,"tg,bs,hf",0.31,2030.0,875026.0,907075.0,22.83819,26.22606,369.0,408.0,4488.0,4488.0,2.89,4471223.0,2056.0,3106.0,3474.0,1879.0,3.39,2918872.0,,,,,,,,,,
16769,17732,performance,done,,chain,sat-like,5,dekker-15,pnml,"tg,bs,hf",0.33,1682.0,858894.0,918960.0,58.32816,60.35399,75.0,255.0,5082.0,5082.0,24.92,278528.0,152516.0,3075.0,3227.0,738630.0,25.33,2839188.0,,,,,,,,,,
16770,17733,performance,done,,chain-prev,none,5,fourdiningphilosophers,pnml,"tg,bs,hf",0.0,20.0,540.0,711.0,6.269,6.528,12.0,8.0,16.0,16.0,0.0,7.0,38.0,72.0,74.0,40.0,0.01,72.0,,,,,,,,,,
16771,17734,performance,done,,bfs,sat-loop,5,tcp5,pnml,"tg,bs,hf",0.0,141.0,5922.0,7145.0,15.753,16.623,30.0,32.0,1103.0,1103.0,3.6,2985834.0,20515.0,2892.0,2628.0,7952.0,3.62,2898356.0,,,,,,,,,,
16772,17735,performance,done,,chain-prev,sat-loop,5,rwmutex-r20w10,pnml,"tg,bs,hf",0.06,616.0,164290.0,181634.0,52.3029,56.2039,80.0,60.0,172.0,172.0,23.57,1048586.0,644.0,1180.0,1546.0,20971660.0,23.64,365284.0,,,,,,,,,,
16773,17736,performance,done,,chain-prev,sat-like,5,Philosophers-100,pnml,"tg,bs,hf",0.46,43.0,53296.0,72531.0,12.91462,13.06066,500.0,500.0,1979.0,1979.0,0.98,5.15377520732011e+47,3178.0,3700.0,4402.0,2800.0,1.55,2606228.0,,,,,,,,,,
16774,17737,performance,done,,bfs-prev,sat-like,5,RAS-C-15,pnml,"tg,bs,hf",0.02,34.0,6705.0,9192.0,8.983089999999997,9.09757,90.0,60.0,597.0,597.0,0.15,578878464.0,768.0,588.0,908.0,746.0,0.18,558824.0,,,,,,,,,,
16775,17738,performance,done,,chain-prev,sat-like,5,circadian_clock-000001,pnml,"tg,bs,hf",0.0,32.0,1009.0,1382.0,8.267999999999999,8.642000000000001,14.0,16.0,101.0,101.0,0.0,128.0,28.0,120.0,104.0,60.0,0.01,76.0,,,,,,,,,,
16776,17740,performance,done,,chain,sat-like,5,desel_esparza_10_3a,pnml,"tg,bs,hf",0.0,22.0,558.0,716.0,7.532999999999999,7.996,9.0,9.0,52.0,52.0,0.01,14.0,26.0,63.0,69.0,41.0,0.01,72.0,,,,,,,,,,
16777,17741,performance,done,,chain-prev,sat-loop,5,HouseConstruction-020,pnml,"tg,bs,hf",0.0,32.0,1034.0,1247.0,6.516,6.836,26.0,18.0,814.0,814.0,91.08,13665907559010.0,428701.0,12698.0,10241.0,98098.0,91.19,3847792.0,,,,,,,,,,
16778,17742,performance,done,,bfs-prev,sat-loop,5,dnawalk-04,pnml,"tg,bs,hf",0.05,494.0,110419.0,119561.0,26.7674,28.008000000000006,34.0,250.0,6975.0,6975.0,8.65,432884827.0,4856.0,1205.0,1878.0,1806.0,8.71,2963368.0,,,,,,,,,,
16779,17743,performance,done,,chain,sat-like,5,circadian_clock-000100,pnml,"tg,bs,hf",0.0,32.0,1009.0,1382.0,8.267999999999999,8.642000000000001,14.0,16.0,2972.0,2972.0,15.01,42040402004.0,1018.0,8040.0,4064.0,1062924.0,15.02,3047700.0,,,,,,,,,,
16780,17744,performance,done,,chain,sat-like,5,closed_system3,pnml,"tg,bs,hf",0.1,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,15378.0,15378.0,5.4,1465206.0,17804.0,1648.0,1950.0,1053.0,5.55,2834444.0,,,,,,,,,,
16781,17745,performance,done,,bfs,none,5,2D8_gradient_5x5_10,pnml,"tg,bs,hf",0.02,207.0,36326.0,39098.0,17.0547,17.7079,25.0,144.0,3024.0,3024.0,2.32,131128140.0,1540.0,12384.0,11088.0,9504.0,2.35,2835588.0,,,,,,,,,,
16782,17746,performance,done,,chain,sat-like,5,IOTP_c1m1p1d1,pnml,"tg,bs,hf",0.01,173.0,10421.0,11521.0,11.934,12.6417,111.0,45.0,749.0,749.0,0.16,204.0,612.0,491.0,569.0,177.0,0.19,706340.0,,,,,,,,,,
16783,17748,performance,done,,bfs-prev,sat-like,5,SwimmingPool-2,pnml,"tg,bs,hf",0.0,17.0,351.0,477.0,6.667000000000002,7.016,9.0,7.0,890.0,890.0,3.13,3408031.0,62174.0,6042.0,4735.0,35247.0,3.17,2908652.0,,,,,,,,,,
16784,17749,performance,done,,chain-prev,none,5,fivediningphilosophers-lr-boxed,pnml,"tg,bs,hf",0.0,36.0,1014.0,1320.0,7.165,7.354,20.0,15.0,45.0,45.0,0.01,82.0,87.0,115.0,133.0,80.0,0.01,76.0,,,,,,,,,,
16785,17750,performance,done,,bfs-prev,sat-like,5,angiogenesis-01,pnml,"tg,bs,hf",0.0,242.0,13805.0,15443.0,16.868,17.667,39.0,64.0,1339.0,1339.0,0.1,110.0,270.0,338.0,463.0,254.0,0.1,323224.0,,,,,,,,,,
16786,17751,performance,done,,bfs-prev,none,5,fivediningphilosophers-2at1ce-boxed,pnml,"tg,bs,hf",0.0,24.0,737.0,969.0,7.015,7.309,15.0,10.0,30.0,30.0,0.01,11.0,52.0,90.0,94.0,50.0,0.01,72.0,,,,,,,,,,
16787,17752,performance,done,,bfs-prev,sat-like,5,shared_memory-pt-5,pnml,"tg,bs,hf",0.01,256.0,23912.0,27500.0,29.381,31.432,41.0,55.0,360.0,360.0,0.08,1863.0,780.0,445.0,558.0,340.0,0.1,469276.0,,,,,,,,,,
16788,17753,performance,done,,chain,none,5,CircularTrain-012,pnml,"tg,bs,hf",0.0,50.0,1562.0,1752.0,8.988,9.258,24.0,12.0,84.0,84.0,0.03,195.0,249.0,124.0,150.0,116.0,0.03,76088.0,,,,,,,,,,
16789,17754,performance,done,,chain-prev,sat-loop,5,diningphilosopher,pnml,"tg,bs,hf",0.0,10.0,170.0,227.0,5.57,5.84,5.0,4.0,4.0,4.0,0.0,1.0,5.0,0.0,12.0,4.0,0.0,76.0,,,,,,,,,,
16790,17755,performance,done,,bfs-prev,sat-loop,5,unf-8x8-4stageSEN-01,pnml,"tg,bs,hf",1.89,3155.0,3421979.0,3601116.0,93.030835,98.17774,168.0,592.0,8915.0,8915.0,18.18,52537.0,70847.0,6752.0,13475.0,9596.0,20.24,2928972.0,,,,,,,,,,
16791,17756,performance,done,,chain,sat-like,5,dnawalk-01,pnml,"tg,bs,hf",0.0,225.0,21419.0,23336.0,17.871,18.95,13.0,82.0,724.0,724.0,0.1,3795.0,265.0,379.0,608.0,578.0,0.1,323484.0,,,,,,,,,,
16792,17757,performance,done,,chain-prev,sat-like,5,Philosophers-100,pnml,"tg,bs,hf",0.68,43.0,53296.0,72531.0,12.91462,13.06066,500.0,500.0,1979.0,1979.0,1.02,5.15377520732011e+47,3178.0,3700.0,4402.0,2800.0,1.84,2603852.0,,,,,,,,,,
16793,17758,performance,done,,chain,none,5,fourdiningphilosophers-boxed-alt,pnml,"tg,bs,hf",0.0,24.0,530.0,713.0,6.269,6.46,12.0,8.0,16.0,16.0,0.0,7.0,38.0,72.0,76.0,40.0,0.01,72.0,,,,,,,,,,
